snapnum scale logmstar logmgas sfr_inst sfr_20Myr sfr_100Myr sfr_1Gyr logmcgm avg_Zstars avg_Zism avg_Zcgm cgm_cold_frac galaxy_size logmvir logrvir num_gas_inner num_gas_outer mdot_in_inner mdot_out_inner mdot_in_outer mdot_out_outer zdot_in_inner zdot_out_inner zdot_in_outer zdot_out_outer mdot_in_outer_dm mdot_out_outer_dm logmgas_dense logmgas_warmionized logmgas_denseSF logmgas_densez logmgas_cold cosmic_age redshift Vvir_DM halo_conc mdot_out_ism_0 mdot_out_halo_0 zdot_out_ism_0 zdot_out_halo_0 edot_out_ism_0 edot_out_halo_0 mdot_out_ism_half zdot_out_ism_half edot_out_ism_half mdot_out_halo_esc zdot_out_halo_esc edot_out_halo_esc vcirc_halo mdot_in_ism_tracked mdot_out_ism_tracked mdot_in_halo_tracked mdot_out_halo_tracked mdot_in_halo_dm_tracked zdot_in_ism_tracked zdot_out_ism_tracked zdot_in_halo_tracked zdot_out_halo_tracked edot_out_ism_tracked edot_out_halo_tracked f_fountain logmcgm_new logmism_new vcirc_ism vcirc_half TE_cgm KE_cgm edot_in_halo edot_in_halo_th edot_in_halo_kin edot_out_halo edot_out_halo_th edot_out_halo_kin edot_out_ism edot_out_ism_th edot_out_ism_kin TE_inner KE_inner
75 0.17936 6.901378988656074 8.18765437272643 0.0 0.046383118359375 0.0268749296875 0.00788550925 9.223097551007132 0.00018799889511166828 0.0003184058780365654 0.00022568010440482685 0.2805582856672331 0.49706502774158773 10.088636278287389 1.871325070975103 28098.0 24802.0 3.3846298213808916 1.5689793488998829 4.754049802592782 1.5536854215733988 0.0005601986047569069 0.0006821033339553357 0.0003418994999264632 0.0008860535481419538 17.838210410302196 4.9223703612512795 6.143140608311271 7.8012030923627265 -inf -inf 7.955816028593769 1.3096018918844825 4.575379125780553 62.888806157782504 3.8333702087402344 1.3968434377887553 1.3990327196573389 0.000608276624294041 0.0008287496926823192 4.221522125632018e+39 3.254711637228142e+40 0.09903777825343957 9.14039440965217e-05 2.6598814571062737e+39 1.153961943019502 0.0007485009781987974 3.2120125949523727e+40 65.97452487259376 4.080428483292132 0.7823684076970492 6.230608859531611 0.9255530372454458 27.510495471558855 0.0007177664401320712 0.00034097054681805943 0.0005074903700808578 0.0005975620644212313 1.9102333674401164e+39 2.1907461920007317e+40 0.7216024340770791 9.196897303075007 8.401232882240874 47.322670375 66.85263881609343 2.5375044263402334e+55 1.0576061687848516e+56 1.6762950734420238e+40 3.6923645469781287e+39 1.3070586189132714e+40 2.190635600313338e+40 9.715503720633357e+39 1.2190852347384536e+40 2.83993979046517e+39 7.335586820895081e+38 2.1063811137132705e+39 1.0677118608178133e+54 7.015627906027247e+54
76 0.18095 6.939267846363373 8.31357674520982 0.12956774979829788 0.045969726953125 0.0390346896875 0.0086278439765625 9.233924479041402 0.00020537454408199604 0.0003419389793267138 0.00022545561801108898 0.2797493661644804 0.5251265510382177 10.08912631897708 1.8765845996296016 29184.0 28002.0 4.35739294027759 0.9391945536742363 5.934822070962254 1.2358020237306497 0.0008548906785543605 0.00039912262682911337 0.0007377011120544036 0.0006660100013021079 17.39502419441693 5.340743184756464 6.992302126977968 7.81398471473705 5.48487039922072 -inf 8.146259083264859 1.327003019096467 4.5263885051119095 62.26903140901655 4.324428081512451 0.7066009410297317 1.0950546146212483 0.00030420100983659664 0.0006170635711994802 1.3792356640494214e+39 2.3696534463017575e+40 0.07002748704577297 3.707580708673061e-05 5.895560126637468e+38 0.8978599000118181 0.0005535476225350601 2.327200864621228e+40 66.57935978803575 5.256706139969358 1.4424039540149003 7.144305970357181 0.976738423002679 25.99294033704681 0.0012474631959306834 0.000583138164560093 0.0008287107272967789 0.0005931442879320916 4.010681317799673e+39 2.0172407033214058e+40 0.5704900082124281 9.206685860435158 8.491418535804042 48.205164257426674 69.34657712335155 2.459062440298715e+55 1.0564305019469516e+56 2.254197889021172e+40 3.73207982535614e+39 1.8809899056899476e+40 2.0168870310150372e+40 8.474510952291863e+39 1.1694359303028396e+40 6.85244111980951e+39 2.5737435485153007e+39 4.278697594526119e+39 9.472812854587053e+53 7.563850974812857e+54
77 0.18254 7.089648466447527 8.343462549325666 0.2302843127399683 0.1775261890625 0.0754449475 0.012204803375 9.256711551345349 0.0002677446550179866 0.0004403495724007461 0.0002284668220475282 0.2773839963520188 0.5173620728975129 10.090282175209548 1.8810739997129096 47531.0 28450.0 8.304810485198583 2.30424774945918 5.2557964681989695 1.2900070931716174 0.0023084373909617825 0.0011343776084286384 0.0005386120197869226 0.0007778336923824375 16.979705409951322 5.1620135228457 7.245892466184436 7.931966658230868 5.676944520768003 -inf 8.124948181324847 1.3444778659487544 4.478251342171578 61.75976133644262 4.980733394622803 1.7283473952577362 1.1413329071767588 0.0008312035885142333 0.0007254032952984508 9.05597168587771e+39 1.474990258166168e+40 0.35818348232716524 0.0002514907786428027 6.633238542043503e+39 0.9788441685798323 0.0006794600204277218 1.442744321628165e+40 67.11338808945555 10.310505190730494 4.114998743810658 5.890484096034351 1.052977777747168 24.030170371486918 0.0030869198853711675 0.0020077116105734804 0.0005928495991221933 0.000542960167481945 1.6142132199504038e+40 1.5132536724107257e+40 0.4923459624952162 9.21785178104224 8.57415123123996 48.378094691687906 70.63843492437545 2.1502987500100862e+55 1.0939803952679129e+56 1.6687825667265314e+40 3.403293363386749e+39 1.328453230903589e+40 1.515229614023273e+40 5.606497270581987e+39 9.545798865844515e+39 2.1077734963730068e+40 6.313147843534438e+39 1.4764587302777102e+40 2.5464588873400416e+54 1.9884470056967752e+55
78 0.18413 7.243710386634305 8.23061241013846 0.17445361660793424 0.266317653125 0.10374769375000001 0.017397026875 9.2871461796462 0.0003100135322864674 0.0006373393388557266 0.0002637193627027611 0.2607971236797282 0.77173407680116 10.092488712778726 1.8850501710389826 71810.0 28480.0 7.328206115732195 9.067685198786338 4.997837856181196 1.1504713554341048 0.002269317496395513 0.006507485404079708 0.00039590775070242473 0.0006041313537407347 17.39099152942784 4.776535112852586 7.120908995212338 7.815250536266299 5.622793551092848 -inf 8.00864349686205 1.362026018946982 4.430945527616358 61.3673738735567 5.689786911010742 7.007572756611309 1.01874608115696 0.005067409795695608 0.0005562031176267403 7.694703084900839e+40 1.0888443951097101e+40 1.8582790970101246 0.0021667246418754574 6.2369075432596855e+40 0.8584484904247359 0.0004953646056018177 1.060065127815372e+40 67.53574365774531 5.506395860717194 14.544705427893813 3.882541270163592 1.4198300566522364 17.870050306734285 0.0017146915927055222 0.008717167421340884 0.00029704238011054847 0.0005391774681159943 6.779124267593562e+40 7.983320135827673e+39 0.23075251880618092 9.210745429188371 8.683534889669067 50.012111319064815 71.56160615607409 2.892222563240264e+55 1.1707684979457791e+56 1.1078686717004525e+40 2.4805512776306355e+39 8.598135453293132e+39 7.973318587485739e+39 3.201570887538783e+39 4.771747673975797e+39 3.519237679587358e+40 1.1010781088504433e+40 2.4181595596895736e+40 7.975142177592341e+54 3.2800721503846136e+55
79 0.18571 7.176432306854623 8.128059319659032 0.08431573677808046 0.062748453515625 0.07340834375 0.014849485499999999 9.3038502989654 0.00030034244859608085 0.0005653983373880685 0.00033711800294415845 0.25984257444637293 0.7228509003080004 10.104157719012726 1.8797377580855648 62604.0 27633.0 4.317222503179254 10.788122475506645 5.176518838994165 0.9156589540567016 0.001716349679339143 0.009602334346052368 0.00039147760127945276 0.00044714651123848616 21.73052279480278 5.345514979731487 7.074099171372572 7.473112373724783 5.298665399830065 -inf 8.013397187762942 1.3795360169156836 4.384739647838027 62.312170600974 5.591258525848389 10.330583315214598 0.79517411742407 0.009166031737265525 0.00040257662240603153 1.5511838077508909e+41 5.12992863379586e+39 3.1565558738651744 0.0040706335342510155 1.3843487035618985e+41 0.602693688101154 0.0003316472866999928 4.800270974647932e+39 68.09973009653972 2.6735178895002534 4.978548063315716 7.7289868247951246 0.5329405463673371 39.268797989944105 0.0009705742440597744 0.0032799134809175087 0.0006356101864628177 0.0003073242157041383 3.9508666601163024e+40 6.347629698074064e+39 0.40573223400078523 9.263005008828758 8.498296200961304 51.00617469879502 72.11898261505249 4.5673267213692543e+55 1.4994109438026332e+56 2.1384066380170373e+40 4.868331071333153e+39 1.6515735313465646e+40 6.347426016777037e+39 2.2927845718888512e+39 4.054641443351177e+39 1.8287882386535545e+40 7.99389276872352e+39 1.029398960182986e+40 1.473912053181025e+55 3.201331083317849e+55
80 0.1873 7.141736079045171 7.400599010818455 0.0 0.025603012109375 0.06351430035644531 0.01367180102734375 9.35145780242403 0.0002949936833855326 0.0009390990171646333 0.00039378579751675756 0.2964865518851371 0.6572091585020917 10.119052758085317 1.8929107746523737 57737.0 30259.0 2.550246944076763 7.758083895002954 5.672661309752953 0.9270374437157086 0.0012633309820318055 0.006447429265897556 0.00040208951149189117 0.000468488600170563 31.118262609291524 5.903131644066473 5.83922124981181 6.995948306997337 -inf -inf 7.1346208846951376 1.397229100872272 4.339028296849974 62.170254818999034 4.40386962890625 7.185318976347811 0.808687312328808 0.00597206615904976 0.0004240054229992767 8.176606616129797e+40 8.207764203180472e+39 1.760209685540208 0.0023254447356685142 6.930574793876381e+40 0.5942365137528021 0.0003432494297043448 7.854135394000819e+39 68.51216596443939 1.3473461923576886 9.355234942948183 8.43381756060487 1.1284405642704565 45.0661997985362 0.0004792110066414593 0.006510154058800112 0.0006471346037927018 0.0008980709829496379 3.8981875539484903e+40 3.742219788937094e+40 0.12684328917770557 9.302095389010356 8.425680659214343 43.82388841148694 71.33387598929643 6.309347428399204e+55 1.8559313015016205e+56 2.652240101461985e+40 4.3049151269471344e+39 2.221748587910171e+40 3.738043936654262e+40 1.759417529265428e+40 1.978626395342275e+40 9.016919042055018e+39 3.460725685709122e+39 5.556193330238746e+39 9.3379518948505e+54 2.6175698842309755e+55
81 0.18889 7.16985163992893 7.463912251981466 0.0 0.0177194501953125 0.0632462825 0.014630046375 9.375267851579357 0.000306611665957245 0.0010410915505579851 0.000436875037903999 0.28631108700179647 0.6446367582582583 10.154053577120106 1.8994557023368495 38269.0 34984.0 1.4930736870069499 8.772489528084815 7.2104015140305755 1.549035131095248 0.0007546173270352502 0.010112179954790036 0.0005145896398382789 0.0010979642511159573 63.468246114774516 6.437431665397885 4.966930668724723 7.165166436307131 -inf -inf 7.118058412020375 1.4149942734752443 4.294086505373498 63.96980082170998 3.6476528644561768 8.45529451540238 1.3790289828439073 0.009688605991288042 0.0010181503358468787 1.5518396205310003e+41 3.314656709747639e+40 4.1161371908932285 0.006184447101117555 1.4371353355284563e+41 1.2096802808673814 0.0009514354843898926 3.288637305573512e+40 69.55911588019151 1.4155167208405381 4.644490435084965 16.452354721310446 0.8730712899125511 111.27682434081109 0.0006373073090856499 0.004539046796318096 0.0013147529864839043 0.0006104371124806414 3.5921059738479204e+40 2.1573594184783015e+40 0.09120603015075376 9.358901565665354 8.06765604985851 42.6153445802852 69.20639408811107 7.079487179334187e+55 2.0960331699064386e+56 8.890412669382067e+40 1.6800023696958804e+40 7.210410309403783e+40 2.1633488856479293e+40 1.0675570688196436e+40 1.0957918226893096e+40 1.2881813968374344e+40 5.204731497954477e+39 7.677082491994584e+39 1.0621210790197313e+55 2.861980248005213e+55
82 0.19048 7.194908026341734 6.028401506526968 0.0 0.00064025634765625 0.058761430625000007 0.01546955253125 9.429113964612336 0.0003320961698143739 0.0022743233280363563 0.0004410263988637248 0.28621244976089805 0.7845985284617951 10.2255890584713 1.9144998643447766 25551.0 45253.0 1.1441694461237315 3.7296006291324475 11.586665844841576 1.3983523550727086 0.0007363860183933729 0.004050698278024338 0.000750015263807394 0.0008016015788616228 79.85852345296347 5.9999837157321165 -inf 5.651753622657769 -inf -inf 5.442890406718425 1.432831134540833 4.249895002099958 67.98301952813706 2.2127254009246826 3.5893280177832967 1.2280361493791228 0.003906947447048138 0.0007318500798512814 4.345873123053599e+40 2.0903215014909227e+40 1.575945403431439 0.0021777738224297333 3.865739490062542e+40 1.039037066440371 0.0006497502841383801 2.0581411552905016e+40 72.54444015286835 1.5504380642348954 1.6756050743592594 16.704853878276026 1.2091932846847386 114.5834832674128 0.0006013344638242902 0.001652736629546546 0.0011829722914969312 0.0009604602064892366 1.0963939496992006e+40 1.870340118758613e+40 0.23574586921107749 9.419878933766435 7.760287108125775 40.608079810399346 68.07761093477555 7.875074049842635e+55 2.4214055380560262e+56 9.025372197844346e+40 1.7279820266010025e+40 7.297390170622017e+40 1.8707117819388412e+40 7.763039268788753e+39 1.0944078588557056e+40 2.6728270804958554e+39 2.2141060171051976e+39 4.5872109828435454e+38 5.259831011232181e+54 1.0637401784023853e+55
83 0.19206 7.218132601495255 6.804626661618375 0.0 0.0073506953125 0.040830331875 0.016320363125 9.471797504174615 0.0003539052159739045 0.0009063501085986307 0.00041416892066070086 0.30091015344302235 0.8888370181381381 10.252216631007213 1.9280922559619993 22661.0 41201.0 1.3989033790020682 1.051846516368626 8.328566601251278 1.8387704986416242 0.000570017587740525 0.0010137749994494362 0.0004319998577511167 0.0012992363086133068 60.712400467905994 5.499979853856992 -inf 6.366838128700581 -inf -inf 6.5826117103986 1.4506264351482479 4.206706237634072 68.72650669105859 2.392843246459961 0.9805769727071618 1.6283676268059948 0.0009437707068129744 0.0011973568269189176 1.2505463966615197e+40 1.892068331858555e+40 0.25337059476331336 0.00040575558394352016 1.1375115406580064e+40 1.4077198735271108 0.0010960917495629885 1.8543614887906033e+40 75.39107404815404 3.2465239642788886 1.1632901226087524 13.00327372820598 2.179751452065157 88.37286368827657 0.0014282721956279194 0.0008958454834617196 0.0008613132737781699 0.0018467669949123072 4.730196677935713e+39 1.9109369493065507e+40 0.47398077560490554 9.464616498399828 7.74016365395103 39.13877873427722 67.66967141960237 6.96176619992766e+55 2.5049725689080265e+56 6.443065236984583e+40 1.244557696370473e+40 5.198507545930984e+40 1.9118301549476576e+40 5.886850070098736e+39 1.323145145896694e+40 1.642605286051151e+39 3.510636453877178e+38 1.291541634329574e+39 2.09401534404324e+54 5.40630705871861e+54
84 0.19365 7.235443901174665 7.293669612098328 0.0 0.0 0.0456067275 0.0170301319375 9.498311171452425 0.00037200932771088487 0.0003978639404824291 0.0003895509700294934 0.3227319079876356 0.8814272180834679 10.274565705484722 1.9344840637236675 28936.0 42907.0 2.3241638147472496 0.9998037713543351 8.412472891243002 2.6589482109341187 0.0011346864199375548 0.0008454974208607805 0.0006079864564314069 0.002144204154003388 51.7230201145168 5.883010466725626 -inf 6.748639029441092 -inf -inf 7.1455814553232555 1.4686050402717274 4.163955589981926 69.71281415526131 2.6970880031585693 0.9387173367291864 2.39360225937898 0.000804193623065914 0.0019801408333061394 6.07061458388856e+39 1.7723876395416985e+40 0.2723896795951985 0.00034023603899119385 5.1107179273548774e+39 2.1209321260127814 0.0018219224906110458 1.7224474801751621e+40 77.55592104179225 3.432995481590679 0.4067379813128395 18.5576133370039 0.7827595890410833 115.90557541059752 0.0016640902869678972 0.0003468645316047785 0.0015943282318734476 0.0006547122109256793 1.0216213767984833e+39 6.12898157385173e+39 0.5708884688090737 9.488007404404383 7.970901655342531 37.030373295894215 68.85356085796018 5.768380838766611e+55 2.6365730776051176e+56 8.607208210238767e+40 1.7168512001172094e+40 6.890357010077619e+40 6.118060096761764e+39 1.8432760754227362e+39 4.2747840106519906e+39 2.3981681793785492e+38 2.260274130901496e+37 2.172140757594037e+38 1.360934524093454e+54 6.308901179366596e+54
85 0.19524 7.269575774101897 7.666780462184404 0.0 0.0009291720703125 0.029353778413085937 0.0184251025 9.538164693197443 0.00038469233744563937 0.00047950819624580765 0.00036009107211906933 0.2887241936686915 0.9346429923631323 10.296886973878088 1.9629464515682193 41479.0 48883.0 4.790494846674928 0.5661452999443757 8.316484463045406 2.4043596690435787 0.0018819732577300251 0.0003769384012636502 0.0006634366698514064 0.0017271181756124017 68.59971537266888 4.345213232871057 4.695220458963483 7.210025623514344 -inf -inf 7.477904388224328 1.4866541540804465 4.121901249743905 68.93922646150544 2.86094069480896 0.5081906550818526 2.1147799474835973 0.00034442414328771613 0.0015637948788208985 1.4174404765762256e+39 1.5348032786934052e+40 0.03316914668837898 4.123886080540955e-05 6.886283777614615e+38 1.7208438453794808 0.0012753656598274107 1.451153778225249e+40 78.6355282506625 9.749261520475217 0.3885783264010368 6.0952183151519215 3.8877703855227397 58.536493097685046 0.0033187410918899475 0.00023995047564674907 0.0004994677133201686 0.0026294331646415695 8.520216967034994e+38 2.6318366350553597e+40 0.7752475247524753 9.52497620840946 8.175232756054115 37.753502460045404 73.77340906789 5.234973007888603e+55 2.999976492528246e+56 3.6003708358233214e+40 4.751303439057832e+39 3.125240492363551e+40 2.631697388995754e+40 1.1716772772058872e+40 1.4600201142723561e+40 2.2662649544369556e+38 7.352308955043698e+37 1.5310340452460577e+38 1.3574133744464658e+54 1.1201534980326903e+55
86 0.19682 7.255964291624758 8.062694216987987 0.0 0.0029372181396484375 0.00320765203125 0.0178517685 9.534560381093637 0.0003828860351165184 0.0004861842033909989 0.00034511019406193415 0.29016764018953606 1.0096623012345678 10.32772269559522 1.9512904598578849 57560.0 51640.0 10.163500912141492 0.4185933510274258 8.73582665360335 2.754142896389343 0.0031510244488762267 0.0002158229669405193 0.0008717013361173074 0.0021006551964019827 62.43836066957524 10.846628683187134 5.689609213028063 7.60008668444173 -inf -inf 7.878508732002461 1.5046592125524347 4.08078447312265 72.1044466887571 2.270784616470337 0.37274759165336796 2.4046629215667106 0.00019148509520197516 0.001899406255115803 1.0421207034154223e+39 1.5338367909877095e+40 0.033590545345870665 3.07684386788626e-05 3.9075013323363326e+38 1.6681678825570285 0.001368295732265622 1.3699983993575304e+40 80.55083264106526 13.035440017130604 0.5831401100325768 16.386106871720568 1.575248604060524 108.29045688197826 0.004226506738930338 0.00022030542135036395 0.0018709904419116623 0.0012591513524487083 1.919830361508441e+39 1.0137252047898316e+40 0.5166123778501629 9.507428462290129 8.509077410394429 39.50769827221755 76.49293588396785 4.239463246181155e+55 3.0370057367726865e+56 8.057364067558294e+40 1.3724695953060388e+40 6.684894474590509e+40 1.0141016287252961e+40 3.33047292194023e+39 6.810543354823852e+39 1.0117746071988851e+39 8.284876242662367e+37 9.28925847359668e+38 1.4897044460946177e+54 2.3403549682718734e+55
87 0.19841 7.2960293939412555 8.502546679273209 0.02071850374341011 0.06134284609375 0.016201879375 0.01958953425 9.543701978898618 0.0003855851774817189 0.00042320520263845214 0.0003255994248475815 0.26867178204096387 0.9842045321875723 10.354056425373248 1.9661818597354488 59955.0 63146.0 9.346248580733418 1.6731289881711862 12.009127304351967 2.960836837851531 0.0030372727275868577 0.000778977112793323 0.002170949172068574 0.0021227358756752478 77.35060234894775 12.59647476111078 6.706757205143494 8.012142358729877 4.629575370816526 -inf 8.332714559183843 1.5228477443594306 4.040068544932211 72.76726443785931 2.4499289989471436 1.4031618001599329 2.5052749125128395 0.0006293194746758064 0.0018945946845322103 4.6321684583252516e+39 1.372103616400517e+40 0.1750159056071925 0.00011459403516542519 1.428094679284238e+39 1.6050872508004204 0.0012565272578378835 1.1540104487174176e+40 82.08410366151236 8.122035969257942 3.510561597339814 38.41540792355887 1.4819567844348476 174.39934964401903 0.0029380993095731276 0.001549782638540519 0.008910501905008363 0.0012529025536402979 1.1310740128325091e+40 8.041383783135611e+39 0.5419946091644204 9.513301391170083 8.743909082291438 46.43059476208205 78.01789745594021 3.9675592489546614e+55 3.203468543722421e+56 2.7000481980080733e+41 4.197119224661277e+40 2.2803362762513435e+41 8.037198947705869e+39 2.3106163658577444e+39 5.726582602234386e+39 1.398964101010576e+40 5.116693404217124e+38 1.3477971670235512e+40 1.8513649569998516e+54 2.8731893444637543e+55
88 0.2 7.374523084952992 8.597624751028988 0.2942480593919754 0.1494023640625 0.0387012646875 0.023443531312499998 9.613749811863324 0.0003970537273336339 0.0004432923670778633 0.0003200785426130255 0.27829089918275396 0.9683257154590488 10.591928275741957 1.9872752937181175 66486.0 137652.0 5.013791835567483 4.724609603822323 40.186414799896816 3.334181024831772 0.0018296492855865462 0.002486727830682605 0.012624657903242631 0.0024249572382818814 113.42146476351887 14.166400200812589 7.420143126565337 8.090121131568493 5.8765803082172985 -inf 8.43406609844358 1.54110563076598 4.0 93.02336330290744 2.162601947784424 4.058634463112178 2.7275762895052016 0.0020907648562639323 0.0021423678819465623 2.4393403224987407e+40 2.880161215657543e+40 0.5755043416723141 0.0006083298137807725 1.6348389163369146e+40 1.33808787675752 0.0012235292001944664 2.485061522864893e+40 84.89881257451597 5.868548758503246 8.605363860182578 65.24360830315305 0.830373164413075 245.5347330652678 0.002103059601324743 0.003936461815012669 0.018471303732328803 0.000740843549179217 2.3494737959385034e+40 3.467372948823515e+39 0.4657375145180023 9.587399326722176 8.804712619283539 50.22173468384503 78.92107294921763 6.619852381959673e+55 4.440271855010041e+56 4.551453144803493e+41 5.604436721188416e+40 3.991009472905725e+41 3.4686787876439204e+39 8.80070289368636e+38 2.5886084983794574e+39 3.0261038447862552e+40 2.6134022815637164e+39 2.7647636165063777e+40 3.7252152042469585e+54 2.978682419336189e+55
89 0.20156 7.433678502510065 8.381018141864311 0.0 0.162424484375 0.047826271875 0.026665902999999998 9.736062325580804 0.0004146153494031443 0.0006145752487153848 0.0003635905819669 0.32642940037548146 1.0447644697297296 10.59333025428019 2.0126029142155915 92366.0 74497.0 4.232255124546197 10.487682113028441 15.612110615294064 3.3892841880520965 0.001566962011552442 0.007498995711043475 0.00308060928057952 0.002043333631532044 117.03457613435381 14.39414913433042 6.49888315780702 8.080455678935236 -inf -inf 8.073816061109282 1.559086065699243 3.9613018456042868 90.14508230511598 2.162594795227051 8.796255686692223 2.7016282404317797 0.0064312832619616315 0.0017491955582767703 1.6856182198871053e+41 1.3929226177493764e+40 1.8821012907360528 0.00291012960396371 1.5247327517833329e+41 0.8849784365038865 0.0006258277151544878 8.533763148297516e+39 89.0787747768002 4.314769501934659 11.66480275263977 22.603348474480548 0.7341870752727422 193.82825386123108 0.0016303105895904934 0.006590911975389343 0.004879234536672343 0.000594249779526188 6.024927115665748e+40 4.064359145542434e+39 0.30404916847433117 9.708110271588124 8.76335949991094 49.33553438705302 79.03359146168698 1.309564363702309e+56 7.082926193752631e+56 1.630002127827151e+41 2.682381277355971e+40 1.3617640009162994e+41 4.065300380736602e+39 2.0106576174282192e+39 2.0546427684378438e+39 2.490191676839064e+40 3.762762910489549e+39 2.113915391851259e+40 1.239289289289065e+55 5.894632558266488e+55
90 0.20312 7.466260785126946 8.294435694406774 0.0 0.022484341406249997 0.04683744734375 0.0277651620625 9.769062151478753 0.0004071757132982227 0.0006695039185775044 0.0004231803047391896 0.3053195494235497 1.0409378188937652 10.59342334843398 2.0277792574309332 84956.0 61393.0 3.766110302128008 8.136686988506732 8.80715436249452 3.2450922462854104 0.001926009094042532 0.00768857436831139 0.001571519421959611 0.0017016030638677534 80.4581871787631 16.13988515049223 6.5725724971995 7.926398152640633 -inf -inf 8.044793415406591 1.577132540225336 3.923198109491926 88.25234335075572 2.270519256591797 7.478162598126165 2.525769824383852 0.007156270620277047 0.0014053514444797956 1.5108735425476374e+41 1.484129801760682e+40 1.8600588842286754 0.003163020805636693 1.3712983905355071e+41 0.6061714730017035 0.00030129626565034444 9.116914247966728e+39 91.55747587935916 6.198138076723997 6.8570103133880025 16.985088617372842 1.1225663163664155 175.74369779694834 0.0027123577789843357 0.005369653539538669 0.003859241102467871 0.0005488412553291657 3.370968575550913e+40 6.812955203559953e+39 0.6828740921439264 9.751054209907423 8.639128151315957 52.46453667627777 79.38376815384788 2.291143730513426e+56 8.509114009833087e+56 1.1314804305280958e+41 2.7951666103978775e+40 8.519637698937948e+40 6.805730987188019e+39 2.5828270207692678e+39 4.222903960687813e+39 1.0713280550152637e+40 3.930374172605636e+39 6.782906442042413e+39 1.6277776762993158e+55 5.252192944684554e+55
91 0.20469 7.516451970770877 8.31277465493113 0.012862572446465492 0.04086719765625 0.050492388750000006 0.0312824715 9.789291233452245 0.00040056367939099804 0.0006827914630413721 0.0004894863955538177 0.2777136611734618 1.1966975702032803 10.596368368687552 2.0448322379038153 83204.0 60301.0 7.566213457976717 3.2855891189992454 7.201376237390439 3.3249294992444804 0.004220970161974902 0.002882210265413513 0.0010991948701373736 0.0014843553832140346 62.58315937996995 18.332822715078727 6.471634075871975 8.002561880109607 4.330347495258541 -inf 8.007613509911943 1.5953610147600086 3.885436513752503 86.49685098817906 2.7983648777008057 3.0013818289516796 2.545281209140757 0.0026500695872655796 0.0011832997750965656 5.977327113946572e+40 2.1318384340288734e+40 0.7785649166437176 0.0011295467098630196 5.376935512821054e+40 0.8353148217326697 0.00032059810414476145 1.6206987632737583e+40 92.99420626940484 10.727984562171194 2.4568214231397367 11.787586197489121 3.313747473879712 106.67871749099666 0.004378078427942216 0.002025749959774301 0.002278724126397505 0.0012959416402095155 2.108183581851654e+40 2.912082105471161e+40 0.7148401117665322 9.773702595627288 8.62585213247722 56.935919510920485 83.0982536810264 3.487802846502698e+56 9.887369810086684e+56 6.974170520980902e+40 1.5721267323031017e+40 5.402043793383214e+40 2.9126542507009006e+40 1.3089062136573823e+40 1.6037480350355614e+40 6.43089536366886e+39 2.6962759258063716e+39 3.7346194579038666e+39 2.8833066313696895e+55 6.088722792474789e+55
92 0.20625 7.552161158169781 8.455221091642047 0.022053044755011797 0.0247598826171875 0.05970543125 0.034136608 9.794329109577543 0.00039975993431519657 0.0006575820189201706 0.0005294015426718139 0.2532042131894999 1.237455717736968 10.598305598580211 2.0504039948875925 83222.0 62133.0 8.540187725670915 2.334355555053323 7.395697610955293 3.890178461323071 0.0045862695183070635 0.00157554216759236 0.0009408051544705754 0.0019400624481211027 49.53588703778453 26.988316087282925 6.327857069572961 8.203388927813764 4.453830896396852 -inf 8.081116544668577 1.6135389255292802 3.8484848484848486 85.80930167123452 2.9777419567108154 2.019827370806336 3.0903897421306525 0.0014038138852937665 0.0016338051895929543 2.777243648059408e+40 5.993767643632775e+40 0.3460223342875257 0.0004912721839128818 2.2628705612787094e+40 1.5321437452308109 0.0009567735111234832 5.528822691503837e+40 93.73355000813395 12.028816530734673 3.85204250607033 9.873206855454894 6.079686280695937 71.21965190157881 0.004856414013385568 0.0017624116450871317 0.0014827413930651066 0.0035444081241336627 1.9710982145523362e+40 1.3145558062450891e+41 0.8910199665584735 9.773522754054135 8.76085437605598 58.16911151702046 88.46216276719484 3.698245628471395e+56 1.0336286297550807e+57 5.51067798081811e+40 9.369073339683595e+39 4.57377064530147e+40 1.3148694938253205e+41 6.039861503874841e+40 7.108833424882554e+40 1.209117849938129e+40 1.765437451616127e+39 1.0325741053304056e+40 1.8039760069592916e+55 5.697983155910938e+55
